Region,month,year,Serotype,Animaltype
North America,9,2019,H7N3,Domestic
North America,9,2019,H7N3,Domestic
North America,9,2019,H7N3,Domestic
North America,9,2019,H7N3,Domestic
North America,9,2019,H7N3,Domestic
South America,9,2019,H7N6,Domestic
South America,8,2019,H7,Domestic
North America,8,2019,H7N3,Domestic
North America,8,2019,H7N3,Domestic
North America,7,2019,H7N3,Domestic
North America,7,2019,H7N3,Domestic
North America,7,2019,H7N3,Domestic
North America,7,2019,H7N3,Domestic
North America,7,2019,H7N3,Domestic
North America,7,2019,H7N3,Domestic
North America,6,2019,H7N3,Domestic
North America,6,2019,H7N3,Domestic
North America,6,2019,H7N3,Domestic
North America,6,2019,H7N3,Domestic
North America,6,2019,H7N3,Domestic
North America,5,2019,H7N3,Domestic
North America,5,2019,H7N3,Domestic
North America,5,2019,H7N3,Domestic
North America,5,2019,H7N3,Domestic
North America,5,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
North America,4,2019,H7N3,Domestic
Asia,3,2019,H7N9,Domestic
Europe,3,2019,H7,Domestic
North America,3,2019,H7N3,Domestic
Africa,2,2019,H7N2,Domestic
Asia,1,2019,H7,Environmental sample
Asia,1,2019,H7N7,Environmental sample
Asia,1,2019,H7,Environmental sample
Asia,1,2019,H7,Wild
Asia,1,2019,H7N6,Environmental sample
Asia,1,2019,H7N9,Environmental sample
Asia,1,2019,H7N7,Domestic
Asia,1,2019,H7N7,Environmental sample
Asia,1,2019,H7N7,Wild
Asia,11,2018,H7N7,Environmental sample
Asia,11,2018,H7N7,Environmental sample
Asia,11,2018,H7N9,Environmental sample
Asia,11,2018,H7N3,Environmental sample
North America,10,2018,H7N3,Domestic
North America,9,2018,H7N3,Domestic
North America,9,2018,H7N3,Domestic
Europe,6,2018,H7N7,Domestic
Asia,5,2018,H7N9,Domestic
Asia,4,2018,H7N9,Domestic
North America,4,2018,H7N3,Domestic
North America,4,2018,H7N3,Domestic
Asia,4,2018,H7N9,Domestic
Asia,3,2018,H7N9,Domestic
Asia,3,2018,H7N4,Domestic
Asia,3,2018,H7N7,Environmental sample
Asia,3,2018,H7N4,Environmental sample
North America,3,2018,H7N1,Domestic
North America,2,2018,H7N1,Domestic
Asia,2,2018,H7N4,Domestic
Asia,2,2018,H7N4,Domestic
North America,2,2018,H7N3,Domestic
Asia,2,2018,H7N9,Domestic
North America,2,2018,H7N3,Domestic
Asia,2,2018,H7N9,
Asia,1,2018,H7N9,
Asia,12,2017,H7N4,
Asia,12,2017,H7N4,Domestic
Asia,11,2017,H7N9,
Asia,11,2017,H7N7,Environmental sample
Asia,9,2017,H7N9,
Asia,8,2017,H7N9,
Asia,8,2017,H7N9,Domestic
Asia,8,2017,H7N9,
Asia,8,2017,H7N9,
Asia,8,2017,H7N9,
Asia,7,2017,H7N9,
Asia,7,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,Domestic
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,Domestic
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,6,2017,H7N9,
Asia,5,2017,H7N9,Domestic
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,Environmental sample
Asia,5,2017,H7N9,Environmental sample
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Africa,5,2017,H7,Domestic
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,Domestic
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Europe,5,2017,H7,Domestic
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Africa,5,2017,H7,Domestic
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,Domestic
Asia,5,2017,H7N9,Environmental sample
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,Domestic
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,5,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,Domestic
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
North America,4,2017,H7N3,Domestic
Asia,4,2017,H7N9,Environmental sample
Asia,4,2017,H7N9,Environmental sample
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,Environmental sample
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,Environmental sample
Asia,4,2017,H7N9,Environmental sample
Asia,4,2017,H7N9,Environmental sample
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,4,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
North America,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
North America,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
North America,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,Environmental sample
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,Environmental sample
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,Domestic
North America,3,2017,H7N9,Domestic
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,3,2017,H7N9,
Asia,2,2017,H7N9,Domestic
Asia,2,2017,H7N9,Domestic
Asia,2,2017,H7N9,Domestic
Asia,2,2017,H7N9,Domestic
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,Domestic
Asia,2,2017,H7N9,Domestic
Asia,2,2017,H7N9,Environmental sample
Asia,2,2017,H7N9,Environmental sample
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,2,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
South America,1,2017,H7N6,Domestic
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
South America,1,2017,H7N6,Domestic
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
Asia,1,2017,H7N9,
